id	name	attack	block	death	range
2959	Silk merchant	0	0	0	0
2960	Zenesha	0	0	0	0
2961	Ali Morrisane	0	0	0	0
2962	Guard	0	0	0	0
2963	Guard	0	0	0	0
2964	Guard	0	0	0	0
2965	Guard	0	0	0	0
2966	Guard	0	0	0	0
2967	Guard	0	0	0	0
2968	Guard	0	0	0	0
2969	Guard	0	0	0	0
2970	Guard	0	0	0	0
2971	Guard	0	0	0	0
2972	Guard	0	0	0	0
2973	Guard	0	0	0	0
2974	Rat	0	0	0	0
2980	Rat	2705	2706	2707	2705
2981	Rat	2705	2706	2707	2705
2982	King rat	0	0	0	0
2983	Turbogroomer	0	0	0	0
2984	Pusskins	0	0	0	0
2985	Loki	0	0	0	0
2986	Captain Tom	0	0	0	0
2987	Treacle	0	0	0	0
2988	Mittens	0	0	0	0
2989	Claude	0	0	0	0
2990	Topsy	0	0	0	0
2991	Rauborn	0	0	0	0
2992	Vaeringk	0	0	0	0
2993	Oxi	0	0	0	0
2994	Fior	0	0	0	0
2995	Sagira	0	0	0	0
2996	Anleif	0	0	0	0
2997	Gertrude's cat	0	0	0	0
2998	Gambler	0	0	0	0
2999	Gambler	0	0	0	0
3000	Barman	0	0	0	0
3001	Gambler	0	0	0	0
3002	Gambler	0	0	0	0
3003	Gambler	0	0	0	0
3004	Gambler	0	0	0	0
3005	Gambler	0	0	0	0
3006	Gambler	0	0	0	0
3007	Rat	2705	2706	2707	2705
3008	Rat	2705	2706	2707	2705
3009	Rat	2705	2706	2707	2705
3010	Rat	2705	2706	2707	2705
3011	Rat	2705	2706	2707	2705
3012	Rat	2705	2706	2707	2705
3013	Rat	2705	2706	2707	2705
3014	Rat	2705	2706	2707	2705
3015	Rat	2705	2706	2707	2705
3016	Rat	2705	2706	2707	2705
3017	Rat	2705	2706	2707	2705
3018	Rat	2705	2706	2707	2705
3019	Fishing spot	0	0	0	0
3020	Rug Merchant	0	0	0	0
3021	Tool leprechaun	0	0	0	0
3022	Genie	0	0	0	0
3023	Nirrie	0	0	0	0
3024	Tirrie	0	0	0	0
3025	Hallak	0	0	0	0
3026	Black golem	2917	0	2919	0
3027	White golem	2917	0	2919	0
3028	Grey golem	2917	0	2919	0
3029	Ghaslor the Elder	0	0	0	0
3030	Ali the Carter	0	0	0	0
3031	Usi	0	0	0	0
3032	Nkuku	0	0	0	0
3033	Garai	0	0	0	0
3034	Habibah	0	0	0	0
3035	Meskhenet	0	0	0	0
3036	Zahra	0	0	0	0
3037	Zahur	0	0	0	0
3038	Seddu	0	0	0	0
3039	Kazemde	0	0	0	0
3040	Awusah the Mayor	0	0	0	0
3041	Tarik	0	0	0	0
3042	Poltenip	395	425	836	0
3043	Radat	395	425	836	0
3044	Shiratti the Custodian	0	0	0	0
3045	Rokuh	0	0	0	0
3046	Nardah Banker	0	0	0	0
3047	Target	0	0	0	0
3048	Target	0	0	0	0
3049	Larxus	0	0	0	0
3051	Mystery figure	0	0	0	0
3052	Mystery figure	0	0	0	0
3053	Mystery figure	0	0	0	0
3054	Mystery figure	0	0	0	0
3055	Mystery figure	0	0	0	0
3056	Mystery figure	0	0	0	0
3057	Earth Warrior Champion	2951	0	2946	0
3058	Giant Champion	6368	0	6369	0
3059	Ghoul Champion	422	0	836	0
3060	Goblin Champion	6188	0	6190	0
3061	Hobgoblin Champion	164	165	167	164
3062	Imp Champion	5285	0	172	0
3063	Jogre Champion	2936	2937	2938	2936
3064	Lesser Demon Champion	64	65	67	0
3065	Skeleton Champion	5485	5493	1444	5493
3066	Zombies Champion	5581	0	5575	0
3067	Leon d'Cour	7049	7050	836	0
3068	Skeletal Wyvern	2985	2983	2987	2989
3069	Skeletal Wyvern	2985	2983	2987	2989
3070	Skeletal Wyvern	2985	2983	2987	2989
3071	Skeletal Wyvern	2985	2983	2987	2989
3072	Ice giant	4672	0	4673	0
3073	Ice warrior	451	404	843	451
3074	Monk	0	0	0	0
3075	Monk	0	0	0	0
3076	Dead Monk	0	0	0	0
3078	High Priest	0	0	0	0
3079	Monk	0	0	0	0
3080	Monk	0	0	0	0
3081	Assassin	0	0	0	0
3082	Rosie	0	0	0	0
3083	Sorcha	0	0	0	0
3084	Cait	0	0	0	0
3085	Cormac	0	0	0	0
3086	Fionn	0	0	0	0
3087	Donnacha	0	0	0	0
3088	Ronan	0	0	0	0
3089		0	0	0	0
3090		7048	0	836	0
3091		0	0	0	0
3093	Flying Book	0	0	0	0
3094	Flying Book	0	0	0	0
3095	Flying Book	0	0	0	0
3096	Pizzaz Hat	0	0	0	0
3097	Entrance Guardian	0	0	0	0
3098	Telekinetic Guardian	0	0	0	0
3099	Alchemy Guardian	0	0	0	0
3100	Enchantment Guardian	0	0	0	0
3101	Graveyard Guardian	0	0	0	0
3102	Maze Guardian	0	0	0	0
3103	Rewards Guardian	0	0	0	0
3104	Charmed Warrior	0	0	0	0
3105	Charmed Warrior	0	0	0	0
3106	Charmed Warrior	0	0	0	0
3107	Charmed Warrior	0	0	0	0
3108	Bert	0	0	0	0
3109	Guard Captain	0	0	0	0
3110	Sandy	0	0	0	0
3112	Sandy	0	0	0	0
3113	Sandy	0	0	0	0
3114	Mazion	0	0	0	0
3115	Blaec	0	0	0	0
3116	Reeso	0	0	0	0
3117	Sandwich lady	0	0	0	0
3118	Prison Pete	0	0	0	0
3119	Balloon Animal	0	0	0	0
3120	Balloon Animal	0	0	0	0
3121	Balloon Animal	0	0	0	0
3122	Balloon Animal	0	0	0	0
3123	Simon Templeton	422	404	9055	422
3124	Pyramid block	0	0	0	0
3125	Pyramid block	0	0	0	0
3126	Pentyn	0	0	0	0
3127	Aristarchus	0	0	0	0
3128	Boneguard	0	0	0	0
3130	Pile of bones	0	0	0	0
3131	Desert Spirit	0	0	0	0
3132	Crust of ice	0	0	0	0
3134	Furnace grate	0	0	0	0
3135	Furnace grate	0	0	0	0
3136	Enakhra	0	0	0	0
3138	Enakhra	0	0	0	0
3139	Boneguard	0	0	0	0
3141	Akthanakos	0	0	0	0
3142	Akthanakos	0	0	0	0
3143	Lazim	0	0	0	0
3148	Enakhra	0	0	0	0
3149	Akthanakos	0	0	0	0
3150	Knight	0	0	0	0
3151	Skeleton	0	0	0	0
3152	Harpie Bug Swarm	0	0	0	0
3153	Harpie Bug Swarm	1584	0	1585	0
3154	Count Draynor	0	0	0	0
3155	Bill Teach	0	0	0	0
3156	Bill Teach	0	0	0	0
3157	Bill Teach	0	0	0	0
3158	Bill Teach	0	0	0	0
3159	Bill Teach	0	0	0	0
3160	Bill Teach	0	0	0	0
3161	Charley	0	0	0	0
3162	Smith	0	0	0	0
3163	Joe	0	0	0	0
3164	Mama	0	0	0	0
3165	Mama	0	0	0	0
3166	Mike	0	0	0	0
3167	Pirate	0	0	0	0
3168	Pirate	0	0	0	0
3169	Pirate	0	0	0	0
3170	Pirate	0	0	0	0
3171	Pirate	0	0	0	0
3172	Pirate	0	0	0	0
3173	Pirate	0	0	0	0
3174	Pirate	0	0	0	0
3175	Pirate	0	0	0	0
3176	Pirate	0	0	0	0
3177	Pirate	0	0	0	0
3178	Pirate	0	0	0	0
3179	Pirate	0	0	0	0
3180	Pirate	0	0	0	0
3181	Pirate	0	0	0	0
3182	Pirate	0	0	0	0
3183	Pirate	0	0	0	0
3184	Pirate	0	0	0	0
3185	Pirate	0	0	0	0
3186	Pirate	0	0	0	0
3187	Pirate	422	425	836	0
3188	Pirate	0	388	9055	0
3189	Pirate	0	388	9055	0
3190	Pirate	0	388	9055	0
3191	Pirate	0	388	9055	0
3192	Pirate	0	388	9055	0
3193	Pirate	0	388	9055	0
3194	Pirate	0	388	9055	0
3195	Pirate	0	388	9055	0
3196	Pirate	400	425	836	0
3197	Gull	0	0	0	0
3198	Banker	0	0	0	0
3199	Banker	0	0	0	0
3200	Chaos Elemental	3146	3149	3147	5443
3201	Killerwatt	0	0	0	0
3202	Killerwatt	0	0	0	0
3203	Storm Cloud	0	0	0	0
3204	Storm Cloud	0	0	0	0
3205	Romily Weaklax	0	0	0	0
3206	Priest	0	0	0	0
3207	Pious Pete	0	0	0	0
3208	Taper	0	0	0	0
3209	Elena	0	0	0	0
3210	Alrena	0	0	0	0
3211	Alrena	0	0	0	0
3212	Bravek	0	0	0	0
3213	Edmond	0	0	0	0
3214	Edmond	0	0	0	0
3215	Elena	0	0	0	0
3216	Mourner	0	0	0	0
3217	Kaylee	0	0	0	0
3218	Tina	0	0	0	0
3219	Dwarf	99	0	102	0
3220	Dwarf	99	0	102	0
3221	Dwarf	99	0	102	0
3222	Drunken man	422	0	836	0
3223	Man	422	0	836	0
3224	Man	0	0	0	0
3225	Man	422	0	836	0
3226	Woman	422	425	836	0
3227	Woman	0	0	0	0
3228	Guard	386	404	836	0
3229	Guard	4230	404	836	2075
3230	Guard	395	404	836	0
3231	Guard	422	0	836	426
3232	Guard	422	0	836	426
3233	Guard	422	0	836	426
3234	Gardener	433	0	836	0
3235	Apprentice workman	0	0	0	0
3236	Workman	0	0	0	0
3237	Cuffs	422	425	836	0
3238	Narf	422	425	836	0
3239	Rusty	422	425	836	0
3240	Jeff	422	425	836	0
3241	Guard	395	404	836	0
3242	Dark wizard	422	0	836	0
3243	Dark wizard	422	0	836	0
3244	Dark wizard	422	0	836	0
3245	Dark wizard	422	0	836	0
3246	Barbarian	2067	0	836	0
3247	Barbarian	7048	0	836	7048
3248	Barbarian	2067	0	836	0
3249	Barbarian	401	0	836	0
3250	Barbarian	2067	0	836	0
3251	Barbarian	7048	0	836	0
3252	Barbarian	2067	0	836	0
3253	Barbarian	401	0	836	0
3254	Hunding	0	0	0	0
3255	Barbarian	401	0	836	0
3256	Barbarian	390	0	836	0
3257	Barbarian	2067	0	836	0
3258	Barbarian	401	0	836	0
3259	Barbarian	426	0	836	426
3260	Barbarian	428	0	836	0
3261	Barbarian	428	0	836	0
3262	Barbarian	428	0	836	0
3263	Barbarian	428	404	836	428
3264	Goblin	6185	6183	6182	6185
3265	Goblin	6185	6183	6182	6185
3266	Goblin	6185	6183	6182	6185
3267	Goblin	6185	6183	6182	6185
3268	Dwarf	99	0	102	0
3269	Dwarf	99	0	102	0
3270	Dwarf	99	0	102	0
3271	Dwarf	99	0	102	0
3272	Dwarf	99	0	102	0
3273	Dwarf	99	0	102	0
3274	Dwarf	99	0	102	0
3275	Dwarf	99	0	102	0
3276	Black Guard	99	0	102	0
3277	Black Guard	99	0	102	0
3278	Black Guard	99	0	102	0
3279	Black Guard	99	0	102	0
3280	Engineering assistant	0	0	0	0
3281	Engineering assistant	0	0	0	0
3282	Engineer	0	0	0	0
3283	Squirrel	0	0	0	0
3284	Squirrel	0	0	0	0
3285	Squirrel	0	0	0	0
3286	Raccoon	0	0	0	0
3287	Raccoon	0	0	0	0
3288	Raccoon	0	0	0	0
3289	Skeleton	0	0	0	0
3291	Skeleton	5485	0	5491	0
3292	Witch	0	0	0	0
3293	null	0	0	0	0
3294	Dwarf	0	0	0	0
3295	Dwarf	0	0	0	0
3296	Swan	0	0	0	0
3297	Black Swan	0	0	0	0
3298	Sweeper	0	0	0	0
3299	Martin the Master Gardener	0	0	0	0
3300	Frog	0	0	0	0
3301	Storm cloud	0	0	0	0
3302	Co-ordinator	0	0	0	0
3303	Fairy Nuff	0	0	0	0
3304	Fairy Godfather	0	0	0	0
3305	Slim Louie	0	0	0	0
3306	Fat Rocco	0	0	0	0
3307	Gatekeeper	0	0	0	0
3308	Zandar Horfyre	0	0	0	0
3309	Cow	5849	5850	5851	5849
3310	Sheep	0	0	0	0
3311	Sheep	0	0	0	0
3312	Zanaris choir	0	0	0	0
3313	Tanglefoot	0	0	0	0
3314	Baby tanglefoot	0	0	0	0
3319	Baby tanglefoot	0	0	0	0
3320	Baby tanglefoot	0	0	0	0
3321	Gatekeeper	0	0	0	0
3322	Fairy chef	0	0	0	0
3323	Draul Leptoc	0	0	0	0
3324	Draul Leptoc	0	0	0	0
3325	Phillipa	0	0	0	0
3326	Martina Scorsby	0	0	0	0
3327	Jeremy Clerksin	0	0	0	0
3328	Tarquin	0	0	0	0
3329	Sigurd	0	0	0	0
3330	Hari	0	0	0	0
3331	Barfy Bill	0	0	0	0
3332	Trees	0	0	0	0
3333	Trees	0	0	0	0
3334	Cavemouth	0	0	0	0
3335	Bullrush	0	0	0	0
3336	Bullrush	0	0	0	0
3337	Cave scenery	0	0	0	0
3338	Cave scenery	0	0	0	0
3339	Cave scenery	0	0	0	0
3340	Giant Mole	3312	3311	3310	3312
3341	Baby Mole	0	0	0	0
3342	Baby Mole	0	0	0	0
3343	Baby Mole	0	0	0	0
3344	Fungi	0	0	0	0
3345	Fungi	2776	2775	2777	0
3346	Zygomite	2776	0	2777	0
3347	Zygomite	2776	2775	2777	0
3348	White Knight	7049	7050	836	0
3349	White Knight	7049	7050	836	0
3350	White Knight	7049	7050	836	0
3351	Genie	0	0	0	0
3352	Mysterious Old Man	0	0	0	0
3353	Swarm	0	0	0	0
3354	Cap'n Hand	0	0	0	0
3355	Rick Turpentine	0	0	0	0
3356	Niles	0	0	0	0
3357	Miles	0	0	0	0
3358	Giles	0	0	0	0
3359	Dr Jekyll	0	0	0	0
3360	Mr Hyde	0	0	0	0
3361	Mr Hyde	0	0	0	0
3362	Mr Hyde	0	0	0	0
3363	Mr Hyde	0	0	0	0
3364	Mr Hyde	0	0	0	0
3365	Mr Hyde	0	0	0	0
3366	Evil Chicken	0	0	0	0
3367	Evil Chicken	0	0	0	0
3368	Evil Chicken	0	0	0	0
3369	Evil Chicken	0	0	0	0
3370	Evil Chicken	0	0	0	0
3371	Evil Chicken	0	0	0	0
3372	Sir Amik Varze	0	0	0	0
3373	Sir Amik Varze	0	0	0	0
3375	Evil Chicken	2299	0	2301	0
3376	Baby black dragon	25	26	28	25
3377	K'klik	0	0	0	0
3378	Evil Dave	0	0	0	0
3379	Evil Dave	0	0	0	0
3381	Doris	0	0	0	0
3382	Hell-Rat	0	0	0	0
3383	Gypsy	0	0	0	0
3386	Gypsy	0	0	0	0
3387	Culinaromancer	0	0	0	0
3388	Osman	0	0	0	0
3389	Pirate Pete	0	0	0	0
3390	Mountain Dwarf	0	0	0	0
3391	General Wartface	0	0	0	0
3392	General Bentnoze	0	0	0	0
3393	Lumbridge Guide	0	0	0	0
3394	Evil Dave	0	0	0	0
3395	Sir Amik Varze	0	0	0	0
3396	Awowogei	0	0	0	0
3397	Awowogei	0	0	0	0
3398	Skrach Uglogwee	0	0	0	0
3399	Culinaromancer	0	0	0	0
3401	An old Dwarf	0	0	0	0
3403	Rohak	0	0	0	0
3404	null	0	0	0	0
3406	Icefiend	0	0	0	0
3407	Guard	7218	0	7219	0
3408	Guard	583	0	7213	0
3409	Wild jade vine	7246	0	7249	0
3410	Wild jade vine	7246	0	7249	0
3411	Wild jade vine	7246	0	7249	0
3412	Wild jade vine	7246	0	7249	0
3413	Goblin Cook	0	0	0	0
3414	Goblin Cook	0	0	0	0
3415	Goblin Cook	0	0	0	0
3416	Pirate Pete	0	0	0	0
3417	Pirate Pete	0	0	0	0
3418	Pirate Pete	0	0	0	0
3419	Ogre	359	360	361	0
3420	Mogre Guard	0	0	0	0
3421	Crab	3428	0	3430	0
3422	Mudskipper	3433	3434	3435	0
3423	Mudskipper	3433	3434	3435	0
3424	Crab	3428	3429	3430	0
3425	Fish	0	0	0	0
3426	Fish	0	0	0	0
3427	Fish	0	0	0	0
3428	Fish	0	0	0	0
3429	Fish	0	0	0	0
3430	Fish	0	0	0	0
3431	Fish	0	0	0	0
3432	Fish	0	0	0	0
3433	Fish	0	0	0	0
3434	Fish	0	0	0	0
3435	Fish	0	0	0	0
3436	Fish	0	0	0	0
3437	Fish	0	0	0	0
3438	Fish	0	0	0	0
3439	Fish	0	0	0	0
3440	Fish	0	0	0	0
3441	Fish	0	0	0	0
3442	Fish	0	0	0	0
3443	Fish	0	0	0	0
3444	Fish	0	0	0	0
3445	Fish	0	0	0	0
3446	Fish	0	0	0	0
3447	Fish	0	0	0	0
3448	Fish	0	0	0	0
3449	Lumbridge Guide	0	0	0	0
3450	null	0	0	0	0
3451	Lumbridge Guide	0	0	0	0
3452	? ? ? ?	0	0	0	0
3453	? ? ? ?	0	0	0	0
3454	? ? ? ?	0	0	0	0
3455	? ? ? ?	0	0	0	0
3456	? ? ? ?	0	0	0	0
3457	? ? ? ?	0	0	0	0
3458	? ? ? ?	0	0	0	0
3459	? ? ? ?	0	0	0	0
3460	? ? ? ?	0	0	0	0
3461	? ? ? ?	0	0	0	0
3462	Skrach Uglogwee	0	0	0	0
3463	Skrach Uglogwee	0	0	0	0
3464	Skrach Uglogwee	0	0	0	0
3465	Nung	0	0	0	0
3466	Ogre	0	0	0	0
3467	Rantz	0	0	0	0
3468	Rantz	0	0	0	0
3469	Ogre boat	0	0	0	0
3472	Ogre boat	0	0	0	0
3473	Balloon Toad	0	0	0	0
3474	Balloon Toad	0	0	0	0
3475	Balloon Toad	0	0	0	0
3476	Jubbly bird	6800	0	6801	0
3477	Jubbly bird	0	0	0	0
3478	King Awowogei	0	0	0	0
3479	King Awowogei	0	0	0	0
3481	Mizaru	0	0	0	0
3482	Kikazaru	0	0	0	0
3483	Iwazaru	0	0	0	0
3484	Big Snake	3538	0	3540	0
3485	Culinaromancer	0	0	0	0
3486	Culinaromancer	0	0	0	0
3487	Culinaromancer	0	0	0	0
3488	Culinaromancer	0	0	0	0
3489	Culinaromancer	0	0	0	0
3490	Culinaromancer	0	0	0	0
3491	Culinaromancer	0	0	0	0
3492	Culinaromancer	0	0	0	0
3493	Agrith-Na-Na	3501	3500	3503	0
3494	Flambeed	1750	1751	1752	0
3495	Karamel	422	425	836	0
3496	Dessourt	3507	3505	3510	0
3497	Gelatinnoth Mother	1341	0	1342	0
3498	Gelatinnoth Mother	1341	1340	1342	0
3499	Gelatinnoth Mother	1341	1340	1342	0
3500	Gelatinnoth Mother	1341	1340	1342	0
3501	Gelatinnoth Mother	1341	1340	1342	0
3502	Gelatinnoth Mother	1341	1340	1342	0
3503	Overgrown hellcat	0	0	0	0
3504	Hellcat	0	0	0	0
3505	Hell-kitten	0	0	0	0
3506	Lazy hellcat	0	0	0	0
3507	Wily hellcat	0	0	0	0
3508	Leo	0	0	0	0
3509	Sorin	0	0	0	0
3510	Wiskit	0	0	0	0
3512	Vampyre Juvinate	0	0	0	0
3514	Vampyre Juvinate	0	0	0	0
3515	Vampyre Juvinate	0	0	0	0
3516	Gadderanks	0	0	0	0
3518	Gadderanks	0	0	0	0
3519	Gadderanks	0	0	0	0
3520	Vampyre Juvinate	0	0	0	0
3521	Vampyre Juvinate	5783	0	5798	0
3522	Vampyre Juvinate	5783	0	5798	0
3523	Vampyre Juvinate	5783	0	5798	0
3524	Vampyre Juvinate	5783	0	5798	0
3525	Vampyre Juvinate	5783	0	5798	0
3526	Vampyre Juvinate	6016	0	6031	0
3527	Held Vampyre Juvinate	0	0	5798	0
3528	Vampyre Juvinate	0	0	0	0
3529	Vampyre Juvinate	0	0	0	0
3530	Mist	0	0	0	0
3531	Vampyre Juvenile	6276	0	6781	0
3532	Vampyre Juvenile	6276	0	6781	0
3533	Vampyre Juvenile	6276	0	6781	0
3534	Held Vampyre Juvenile	0	0	6781	0
3535	Ivan Strom	0	0	0	0
3536	Ivan Strom	0	0	0	0
3537	Vampyre Juvinate	0	0	0	0
3538	Vampyre Juvinate	0	0	0	0
3539	Veliaf Hurtz	0	0	0	0
3540	Elisabeta	0	0	0	0
3541	Aurel	0	0	0	0
3542	Sorin	0	0	0	0
3543	Luscion	0	0	0	0
3544	Sergiu	0	0	0	0
3545	Radu	0	0	0	0
3546	Grigore	0	0	0	0
3547	Ileana	0	0	0	0
3548	Valeria	0	0	0	0
3549	Emilia	0	0	0	0
3550	Florin	0	0	0	0
3551	Catalina	0	0	0	0
3552	Ivan	0	0	0	0
3553	Victor	0	0	0	0
3554	Helena	0	0	0	0
3555	Teodor	0	0	0	0
3556	Marius	0	0	0	0
3557	Gabriela	0	0	0	0
3558	Vladimir	0	0	0	0
3559	Calin	0	0	0	0
3560	Mihail	0	0	0	0
3561	Nicoleta	0	0	0	0
3562	Simona	0	0	0	0
3563	Vasile	0	0	0	0
3564	Razvan	0	0	0	0
3565	Luminata	0	0	0	0
3566	Cornelius	0	0	0	0
3569	Cornelius	0	0	0	0
3570	Benjamin	0	0	0	0
3571	Liam	0	0	0	0
3572	Miala	0	0	0	0
3573	Verak	0	0	0	0
3574	Fishing spot	0	0	0	0
3575	Fishing spot	0	0	0	0
3576	Juvinate	0	0	0	0
3577	Juvinate	6016	0	6031	0
3578	Juvinate	0	0	0	0
3579	Sheep	0	0	0	0
3580	Tentacle	0	0	0	0
3581	Skeleton	5487	0	5491	0
3582	Guard dog	0	0	0	0
3583	Hobgoblin	164	163	167	0
3584	Troll	0	0	0	0
3585	Huge spider	5319	0	5321	0
3586	Hellhound	6562	0	6576	0
3587	Rantz	359	360	361	359
3588	Baby red dragon	25	26	28	25
3589	Kalphite Soldier	6223	6227	6228	0
3590	Steel dragon	0	0	0	0
3591	Dagannoth	0	0	0	0
3592	Tok-Xil	0	0	0	0
3593	Demon	0	0	0	0
3594	Rocnar	0	0	0	0
3595	Toy Soldier	0	0	0	0
3596	Toy Doll	0	0	0	0
3597	Toy Mouse	0	0	0	0
3598	Clockwork cat	0	0	0	0
3599	Swamp snake	3538	3539	3540	3538
3600	Swamp snake	3538	3539	3540	3538
3601	Swamp snake	3538	3539	3540	3538
3602	Swamp snake	3538	3539	3540	3538
3603	Dead swamp snake	0	0	0	0
3604	Dead swamp snake	0	0	0	0
3605	Dead swamp snake	0	0	0	0
3606	Ghast	0	0	0	0
3607	Ghast	0	0	0	0
3608	Ghast	0	0	0	0
3609	Ghast	0	0	0	0
3610	Ghast	0	0	0	0
3611	Ghast	0	0	0	0
3612	Giant snail	0	0	0	0
3613	Giant snail	0	0	0	0
3614	Giant snail	0	0	0	0
3615	Riyl shadow	0	0	0	0
3616	Asyn shadow	0	0	0	0
3617	Shade	0	0	0	0
3618	Tentacle	3618	0	3620	3618
3619	Head	3731	0	3733	0
3620	Head	3731	3732	3733	0
3621	Tentacle	0	0	0	0
3622	Zombie	0	0	0	0
3623	Smiddi Ryak	0	0	0	0
3625	Rolayne Twickit	0	0	0	0
3627	Jayene Kliyn	0	0	0	0
3629	Valantay Eppel	0	0	0	0
3631	Dalcian Fang	0	0	0	0
3633	Fyiona Fray	0	0	0	0
3634	Fyiona Fray	0	0	0	0
3635	Abidor Crank	0	0	0	0
3636	Spirit tree	0	0	0	0
3637	Spirit tree	0	0	0	0
3638	Launa	0	0	0	0
3640	Launa	0	0	0	0
3641	Brana	0	0	0	0
3642	Mawnis Burowgar	0	0	0	0
3643	Tolna	0	0	0	0
3644	Tolna	0	0	0	0
3645	Angry bear	4927	4927	4929	0
3646	Angry unicorn	6376	0	6377	0
3647	Angry giant rat	4933	4934	4935	0
3648	Angry goblin	6185	6183	6182	0
3649	Fear reaper	3812	3811	3813	0
3650	Confusion beast	3818	0	3821	0
3651	Confusion beast	0	0	0	0
3652	Confusion beast	0	0	0	0
3653	Confusion beast	0	0	0	0
3654	Confusion beast	0	0	0	0
3655	Hopeless creature	3823	0	3827	0
3656	Hopeless creature	0	0	0	0
3657	Hopeless creature	0	0	0	0
3658	Tolna	0	0	0	0
3659	Tolna	0	0	0	0
3660	Tolna	0	0	0	0
3661	Angry unicorn	6376	0	6377	0
3662	Angry giant rat	4933	4934	4935	0
3663	Angry goblin	6185	6183	6182	0
3664	Angry bear	4927	4927	4929	0
3665	Fear reaper	3812	3811	3813	0
3666	Confusion beast	3818	3820	3821	0
3667	Hopeless creature	3823	0	3827	0
3668	Hopeless beast	0	0	0	0
3669	Hopeless beast	0	0	0	0
3670	Odd Old Man	0	0	0	0
3671	Fortunato	0	0	0	0
3672	Ram	5341	5337	5343	0
3673	Ram	5338	5337	5336	0
3674	Sack	0	0	0	0
3675	Vulture	2019	2024	2021	0
3676	Vulture	2025	2024	2026	0
3677	Sinister Stranger	0	0	0	0
3678	Sinister Stranger	0	0	0	0
3679	Vestri	0	0	0	0
3680	Ali the Leaflet Dropper	0	0	0	0
3681	Nigel	0	0	0	0
3682	Egg	0	0	0	0
3683	Egg	0	0	0	0
3684	Egg	0	0	0	0
3685	Egg	0	0	0	0
3686	Chocolate kebbit	0	0	0	0
3687	Chocolate kebbit	0	0	0	0
3688	Easter Bunny	0	0	0	0
3689	Egg	0	0	0	0
3690	Egg	0	0	0	0
3691	Egg	0	0	0	0
3692	Egg	0	0	0	0
3693	Egg	0	0	0	0
3694	Egg	0	0	0	0
3695	Volf Olafson	0	0	0	0
3696	Ingrid Hradson	0	0	0	0
3697	Skeleton fremennik	6128	0	836	0
3698	Skeleton fremennik	400	425	836	0
3699	Skeleton fremennik	400	425	836	0
3700	Skeleton fremennik	6128	0	836	0
3701	Skeleton fremennik	6128	0	836	0
3702	Skeleton fremennik	395	425	836	0
3703	Skeleton fremennik	6128	0	836	0
3704	Skeleton fremennik	6128	0	836	0
3705	Skeleton fremennik	5485	0	0	0
3706	Ulfric	6118	0	0	0
3707	Brine rat	6117	0	6115	0
3708	Boulder	0	0	0	0
3709	Boulder	0	0	0	0
3710	Ulfric	0	0	0	0
3711	Giant bat	4915	4916	4917	4915
3712	Zanik	0	0	0	0
3713	Sigmund	0	0	0	0
3714	Zanik	0	0	0	0
3715	Guard	395	425	836	0
3716	Sigmund	0	0	0	0
3717	Sigmund	0	0	0	0
3718	Sigmund	0	0	0	0
3719	Sigmund	0	0	0	0
3720	Sigmund	0	0	0	0
3721	Zanik	0	0	0	0
3722	Zanik	0	0	0	0
3723	General Bentnoze	0	0	0	0
3724	General Wartface	0	0	0	0
3725	Grubfoot	0	0	0	0
3726	Goblin	6185	6183	6182	6185
3727	Splatter	3891	3890	3888	3891
3728	Splatter	3891	3890	3888	3891
3729	Splatter	3891	3890	3888	3891
3730	Splatter	3891	3890	3888	3891
3731	Splatter	3891	3890	3888	3891
3732	Shifter	3901	3902	3903	3901
3733	Shifter	3901	3902	3903	3901
3734	Shifter	3901	3902	3903	3901
3735	Shifter	3901	3902	3903	3901
3736	Shifter	3901	3902	3903	3901
3737	Shifter	3901	3902	3903	3901
3738	Shifter	3901	3902	3903	3901
3739	Shifter	3901	3902	3903	3901
3740	Shifter	3901	3902	3903	3901
3741	Shifter	3901	3902	3903	3901
3742	Ravager	3915	3916	3917	3915
3743	Ravager	3915	3916	3917	3915
3744	Ravager	3915	3916	3917	3915
3745	Ravager	3915	3916	3917	3915
3746	Ravager	3915	3916	3917	3915
3747	Spinner	3908	3909	3910	3908
3748	Spinner	3908	3909	3910	3908
3749	Spinner	3908	3909	3910	3908
3750	Spinner	3908	3909	3910	3908
3751	Spinner	3908	3909	3910	3908
3752	Torcher	3882	3880	3881	3882
3753	Torcher	3882	3880	3881	3882
3754	Torcher	3882	3880	3881	3882
3755	Torcher	3882	3880	3881	3882
3756	Torcher	3882	3880	3881	3882
3757	Torcher	3882	3880	3881	3882
3758	Torcher	3882	3880	3881	3882
3759	Torcher	3882	3880	3881	3882
3760	Torcher	3882	3880	3881	3882
3761	Torcher	3882	3880	3881	3882
3762	Defiler	3920	3921	3922	3920
3763	Defiler	3920	3921	3922	3920
3764	Defiler	3920	3921	3922	3920
3765	Defiler	3920	3921	3922	3920
3766	Defiler	3920	3921	3922	3920
3767	Defiler	3920	3921	3922	3920
3768	Defiler	3920	3921	3922	3920
3769	Defiler	3920	3921	3922	3920
3770	Defiler	3920	3921	3922	3920
3771	Defiler	3920	3921	3922	3920
3772	Brawler	3896	3895	3894	3896
3773	Brawler	3896	3895	3894	3896
3774	Brawler	3896	3895	3894	3896
3775	Brawler	3896	3895	3894	3896
3776	Brawler	3896	3895	3894	3896
